#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
MIR3613-13-1	chr13	-	49996415	49996501	MIR3613	100500908
NBEAL2-3-1	chr3	+	46979683	47009704	NBEAL2	23218
MRPS24-7-1	chr7	-	43866558	43869546	MRPS24	64951
ANKZF1-2-1	chr2	+	219229757	219236669	ANKZF1	55139
SSX4-23-1	chrX	+	48383527	48393343	SSX4	6759
AADAT-4-1	chr4	-	170060222	170091699	AADAT	51166
LINC02312-14-1	chr14	-	97749264	97762831	LINC02312	100132612
SLC45A3-1-1	chr1	-	205657853	205680502	SLC45A3	85414
PODNL1-19-1	chr19	-	13931187	13953392	PODNL1	79883
MIR4633-5-1	chr5	+	129097688	129097766	MIR4633	100616175
ZNF507-19-1	chr19	+	32345608	32387667	ZNF507	22847
MIR135A2-12-1	chr12	+	97563812	97563911	MIR135A2	406926
ZSCAN31-6-1	chr6	-	28324737	28359157	ZSCAN31	64288
LOC101926963-7-1	chr7	+	602845	608502	LOC101926963	101926963
SDR9C7-12-1	chr12	-	56923154	56934405	SDR9C7	121214
OR10G9-11-1	chr11	+	124023013	124023948	OR10G9	219870
VWF-12-1	chr12	-	5948874	6124675	VWF	7450
CSNK2B-6-1	chr6	+	31665880	31670070	CSNK2B	1460
APOE-19-1	chr19	+	44905749	44909395	APOE	348
DEFB104A-8-1	chr8	+	7836471	7841242	DEFB104A	140596
RALA-7-1	chr7	+	39622955	39708124	RALA	5898
NUCB1-19-1	chr19	+	48900050	48923283	NUCB1	4924
ZNF678-1-1	chr1	+	227563519	227677443	ZNF678	339500
GNGT1-7-1	chr7	+	93906508	93911265	GNGT1	2792
C7ORF63-7-1	chr7	+	90245174	90320964	CFAP69	79846
EMC10-19-1	chr19	+	50476477	50505905	EMC10	284361
LINC02214-5-1	chr5	-	116743302	116762209	LINC02214	102467223
ZNF266-19-1	chr19	-	9412426	9435578	ZNF266	10781
CEP41-7-1	chr7	-	130393771	130441210	CEP41	95681
USP45-6-1	chr6	-	99432306	99515770	USP45	85015
SLC38A4-12-1	chr12	-	46764761	46832422	SLC38A4	55089
MIR7-2-15-1	chr15	+	88611825	88611934	MIR7-2	407044
LINC00958-11-1	chr11	-	12979534	12989548	LINC00958	100506305
KIAA1210-23-1	chrX	-	119078635	119151083	KIAA1210	57481
NEXN-AS1-1-1	chr1	-	77881348	77889539	NEXN-AS1	374987
C5AR2-19-1	chr19	+	47331614	47342080	C5AR2	27202
NKAP-23-1	chrX	-	119925050	119943772	NKAP	79576
SIRT2-19-1	chr19	-	38878555	38899862	SIRT2	22933
LOC154761-7-1	chr7	-	143811968	143836717	LOC154761	154761
CYLC2-9-1	chr9	+	102995311	103018488	CYLC2	1539
TRIM5-11-1	chr11	-	5590906	5685109	TRIM5	85363
NRG3-AS1-10-1	chr10	-	82229014	82232920	NRG3-AS1	101929590
ARPC5L-9-1	chr9	+	124862118	124877733	ARPC5L	81873
GABRA6-5-1	chr5	+	161685652	161702592	GABRA6	2559
COPB2-3-1	chr3	-	139355595	139389680	COPB2	9276
HIST1H2AM-6-1	chr6	-	27892699	27893185	HIST1H2AM	8336
OR7G3-19-1	chr19	-	9126012	9126950	OR7G3	390883
PES1-22-1	chr22	-	30576625	30607013	PES1	23481
CTSLP2-10-1	chr10	-	47580671	47583419	CTSLP2	1517
CCDC68-18-1	chr18	-	54901509	54959539	CCDC68	80323
SNORA90-17-1	chr17	+	37244801	37244975	SNORA90	106635523
KRT32-17-1	chr17	-	41459513	41469252	KRT32	3882
MASP1-3-1	chr3	-	187216085	187293529	MASP1	5648
C14ORF119-14-1	chr14	+	23095474	23100456	C14orf119	55017
LOC101928728-1-1	chr1	-	26691910	26694131	LOC101928728	101928728
DIAPH3-AS2-13-1	chr13	+	60144698	60153505	DIAPH3-AS2	100874196
CSHL1-17-1	chr17	-	63909597	63911328	CSHL1	1444
LRRC71-1-1	chr1	+	156920608	156941240	LRRC71	149499
LOC100506098-7-1	chr7	+	20217577	20221700	LOC100506098	100506098
RBM10-23-1	chrX	+	47145196	47186815	RBM10	8241
OR13C8-9-1	chr9	+	104569168	104570130	OR13C8	138802
RANBP3-19-1	chr19	-	5916139	5978309	RANBP3	8498
LOC100507516-8-1	chr8	-	53511779	53523965	LOC100507516	100507516
TNK2-AS1-3-1	chr3	+	195908076	195913264	TNK2-AS1	100128262
APBB1IP-10-1	chr10	+	26438324	26567879	APBB1IP	54518
PKNOX1-21-1	chr21	+	42974510	43033931	PKNOX1	5316
ZBTB32-19-1	chr19	+	35704481	35717048	ZBTB32	27033
LDLR-19-1	chr19	+	11089362	11133830	LDLR	3949
SEMA3F-3-1	chr3	+	50155045	50189075	SEMA3F	6405
UBA2-19-1	chr19	+	34428176	34469893	UBA2	10054
CAMKK1-17-1	chr17	-	3860315	3895633	CAMKK1	84254
FOXO6-1-1	chr1	+	41361931	41383591	FOXO6	100132074
LINC01662-22-1	chr22	+	18733914	18757894	LINC01662	642643
PFAS-17-1	chr17	+	8247596	8270491	PFAS	5198
IER3-AS1-6-1	chr6	+	30742963	30743673	IER3-AS1	105379695
DCP1B-12-1	chr12	-	1941591	2004535	DCP1B	196513
GABRP-5-1	chr5	+	170782841	170814047	GABRP	2568
ATP6AP1-23-1	chrX	+	154428632	154436517	ATP6AP1	537
LOC100506585-7-1	chr7	+	157854585	157866092	LOC100506585	100506585
FAM81B-5-1	chr5	+	95384796	95450441	FAM81B	153643
FOXD3-1-1	chr1	+	63323059	63325126	FOXD3	27022
BTNL9-5-1	chr5	+	181039872	181061525	BTNL9	153579
TMPRSS12-12-1	chr12	+	50842918	50887884	TMPRSS12	283471
ZNF324-19-1	chr19	+	58467045	58473578	ZNF324	25799
PARP14-3-1	chr3	+	122680726	122730840	PARP14	54625
MALSU1-7-1	chr7	+	23298744	23309573	MALSU1	115416
MIR523-19-1	chr19	+	53698385	53698471	MIR523	574471
SDSL-12-1	chr12	+	113422265	113438277	SDSL	113675
WLS-1-1	chr1	-	68098459	68233018	WLS	79971
PLA2G4D-15-1	chr15	-	42067562	42094559	PLA2G4D	283748
LOC102723883-6-1	chr6	+	68055351	68060502	LOC102723883	102723883
EXOSC5-19-1	chr19	-	41386370	41397351	EXOSC5	56915
PSTPIP1-15-1	chr15	+	76994680	77037475	PSTPIP1	9051
C1QTNF8-16-1	chr16	-	1088226	1096306	C1QTNF8	390664
PROKR1-2-1	chr2	+	68643588	68655576	PROKR1	10887
FAM138F-19-1	chr19	-	76220	77690	FAM138F	641702
AKT3-1-1	chr1	-	243488233	243851079	AKT3	10000
MIR4457-5-1	chr5	-	1309310	1309377	MIR4457	100616235
TAAR9-6-1	chr6	+	132538288	132539336	TAAR9	134860
CD37-19-1	chr19	+	49334961	49340608	CD37	951
PLEKHM2-1-1	chr1	+	15681506	15734769	PLEKHM2	23207
UBR2-6-1	chr6	+	42563905	42693505	UBR2	23304
ATIC-2-1	chr2	+	215311956	215359745	ATIC	471
P2RX5-17-1	chr17	-	3673227	3696404	P2RX5	5026
HESX1-3-1	chr3	-	57197838	57227643	HESX1	8820
LOC102724404-5-1	chr5	-	157362615	157460100	LOC102724404	102724404
PHOX2B-4-1	chr4	-	41744082	41748970	PHOX2B	8929
MIR129-1-7-1	chr7	+	128207872	128207943	MIR129-1	406917
BIRC6-AS2-2-1	chr2	-	32557520	32574818	BIRC6-AS2	103752586
C5ORF51-5-1	chr5	+	41904313	41921636	C5orf51	285636
HNF4G-8-1	chr8	+	75407567	75566843	HNF4G	3174
MRPS18B-6-1	chr6	+	30617320	30626397	MRPS18B	28973
LINC02474-1-1	chr1	+	221966410	221984964	LINC02474	110806276
ADAMTS19-5-1	chr5	+	129460265	129738683	ADAMTS19	171019
ZFP28-19-1	chr19	+	56536790	56559192	ZFP28	140612
C5ORF27-5-1	chr5	+	95852232	95860133	LINC01554	202299
HELLS-10-1	chr10	+	94545767	94613905	HELLS	3070
LOC101926964-1-1	chr1	-	60659631	60825584	LOC101926964	101926964
OVOL2-20-1	chr20	-	18024152	18059188	OVOL2	58495
PSG5-19-1	chr19	-	43167743	43186536	PSG5	5673
ALOX15B-17-1	chr17	+	8039040	8049134	ALOX15B	247
C11ORF71-11-1	chr11	-	114391448	114400550	C11orf71	54494
TMEM251-14-1	chr14	+	93184951	93187089	TMEM251	26175
SPATA31C2-9-1	chr9	-	88129305	88138481	SPATA31C2	645961
SHISA8-22-1	chr22	-	41906049	41915095	SHISA8	440829
NAV3-12-1	chr12	+	77571856	78213012	NAV3	89795
LOC101927138-20-1	chr20	+	42968743	42971492	LOC101927138	101927138
LIMS3L-2-1	chr2	-	110386341	110473075	LIMS4	100288695
C16ORF62-16-1	chr16	+	19555073	19701163	VPS35L	57020
FAM90A25P-8-1	chr8	-	12414521	12418032	FAM90A25P	389633
LINC01031-1-1	chr1	+	193304745	193365953	LINC01031	101929184
NEIL2-8-1	chr8	+	11769625	11787355	NEIL2	252969
FRG1-4-1	chr4	+	189940819	189963204	FRG1	2483
NDUFAB1-16-1	chr16	-	23581012	23596329	NDUFAB1	4706
IL20RA-6-1	chr6	-	136999971	137045180	IL20RA	53832
SOX21-13-1	chr13	-	94709622	94712543	SOX21	11166
ATF3-1-1	chr1	+	212565334	212620777	ATF3	467
SYCP2L-6-1	chr6	+	10886831	10974309	SYCP2L	221711
KRT25-17-1	chr17	-	40748021	40755542	KRT25	147183
HBD-11-1	chr11	-	5232829	5234628	HBD	3045
CTPS1-1-1	chr1	+	40979299	41012565	CTPS1	1503
ESX1-23-1	chrX	-	104250038	104254918	ESX1	80712
LOC105373764-2-1	chr2	+	177673322	177723289	LOC105373764	105373764
LOC101927972-6-1	chr6	-	5452468	5458075	LOC101927972	101927972
FAM223B-23-1	chrX	-	154632470	154633182	FAM223B	286967
LINC01118-2-1	chr2	+	46816668	46822660	LINC01118	388948
MIR6868-17-1	chr17	-	76098019	76098076	MIR6868	102466753
CTXN2-15-1	chr15	+	48178564	48203754	CTXN2	399697
MIR3663HG-10-1	chr10	-	117153521	117169055	MIR3663HG	101927704
AIFM3-22-1	chr22	+	20965130	20981360	AIFM3	150209
LINC00402-13-1	chr13	+	74231444	74259976	LINC00402	100507612
BACE1-11-1	chr11	-	117285686	117316256	BACE1	23621
IL21-4-1	chr4	-	122612628	122621057	IL21	59067
LINC00331-13-1	chr13	-	78787319	78840050	LINC00331	100874126
PPAN-19-1	chr19	+	10106223	10112003	PPAN	56342
DINOL-6-1	chr6	-	36677609	36678559	DINOL	108783646
MAS1L-6-1	chr6	-	29486697	29487956	MAS1L	116511
LOC101927495-11-1	chr11	+	61588494	61607546	LOC101927495	101927495
SIAE-11-1	chr11	-	124635789	124676303	SIAE	54414
LOC644285-5-1	chr5	-	87318415	87323628	LOC644285	644285
PCSK6-AS1-15-1	chr15	+	101334437	101337431	PCSK6-AS1	105371027
DDX11L9-15-1	chr15	-	101976558	101979093	DDX11L9	100288486
MT1B-16-1	chr16	+	56651899	56653204	MT1B	4490
BCL9L-11-1	chr11	-	118896140	118926072	BCL9L	283149
DNM2-19-1	chr19	+	10718053	10831910	DNM2	1785
MGAT3-22-1	chr22	+	39447167	39492194	MGAT3	4248
MIR549-15-1	chr15	-	80841978	80842073	MIR549A	693132
IRGC-19-1	chr19	+	43716062	43720021	IRGC	56269
HEBP2-6-1	chr6	+	138403531	138413445	HEBP2	23593
CAMLG-5-1	chr5	+	134738480	134752160	CAMLG	819
MIR3121-1-1	chr1	-	180438314	180438390	MIR3121	100423032
LINC01729-20-1	chr20	-	5507875	5510002	LINC01729	101929207
MIR1292-20-1	chr20	+	2652777	2652842	MIR1292	100302138
TMEM110-MUSTN1-3-1	chr3	-	52833115	52897581	TMEM110-MUSTN1	100526772
SNAP91-6-1	chr6	-	83552885	83709408	SNAP91	9892
HSPA14-10-1	chr10	+	14838160	14871741	HSPA14	51182
TTF2-1-1	chr1	+	117060303	117107453	TTF2	8458
LINC00836-10-1	chr10	+	25651712	25732935	LINC00836	101929052
IGF2BP1-17-1	chr17	+	48997412	49056145	IGF2BP1	10642
DKC1-23-1	chrX	+	154762742	154777689	DKC1	1736
STAT5B-17-1	chr17	-	42199177	42288437	STAT5B	6777
SCRN1-7-1	chr7	-	29920103	29990289	SCRN1	9805
PAX8-AS1-2-1	chr2	+	113235527	113267023	PAX8-AS1	654433
MIR1197-14-1	chr14	+	101025564	101025651	MIR1197	100302250
ANKH-5-1	chr5	-	14704800	14871785	ANKH	56172
CD81-11-1	chr11	+	2376177	2397419	CD81	975
LINC01282-23-1	chrX	-	39367285	39391774	LINC01282	101927449
RASSF1-AS1-3-1	chr3	+	50337511	50338300	RASSF1-AS1	102060282
ABHD3-18-1	chr18	-	21650897	21704805	ABHD3	171586
ZC3HAV1-7-1	chr7	-	139043519	139109719	ZC3HAV1	56829
LINC01389-1-1	chr1	-	47380796	47437317	LINC01389	102724077
MIR571-4-1	chr4	+	350157	350252	MIR571	693156
PROC-2-1	chr2	+	127418143	127429246	PROC	5624
RNA18SN3-21-1	chr21	+	8392666	8394534	RNA18SN3	109910380
LOC101928323-3-1	chr3	-	42612310	42654388	LOC101928323	101928323
NNMT-11-1	chr11	+	114295813	114312516	NNMT	4837
ERO1LB-1-1	chr1	-	236213064	236282039	ERO1B	56605
SMC3-10-1	chr10	+	110567691	110604634	SMC3	9126
MIR4803-5-1	chr5	+	72169467	72169540	MIR4803	100616377
FXR2-17-1	chr17	-	7591230	7614897	FXR2	9513
CDKN2C-1-1	chr1	+	50968695	50974637	CDKN2C	1031
ALPK2-18-1	chr18	-	58481247	58629357	ALPK2	115701
FAM187B-19-1	chr19	-	35224801	35228725	FAM187B	148109
LINC01415-18-1	chr18	-	55774601	55781725	LINC01415	100132501
HLA-DMB-6-1	chr6	-	32934629	32941070	HLA-DMB	3109
LOC100506371-17-1	chr17	-	183824	187251	LINC02091	100506371
RHPN2-19-1	chr19	-	32978592	33064918	RHPN2	85415
MIR4317-18-1	chr18	-	6374361	6374425	MIR4317	100422840
LOC100506725-7-1	chr7	+	35716437	35719712	LOC100506725	100506725
MIR621-13-1	chr13	+	40810766	40810861	MIR621	693206
C17ORF102-17-1	chr17	-	34574123	34579369	C17orf102	400591
HIST1H3B-6-1	chr6	-	26031589	26032060	HIST1H3B	8358
DKKL1-19-1	chr19	+	49360520	49375132	DKKL1	27120
IGSF23-19-1	chr19	+	44612577	44636781	IGSF23	147710
ATP2C1-3-1	chr3	+	130850500	131016712	ATP2C1	27032
LINC02180-16-1	chr16	+	52085281	52099067	LINC02180	102467079
MIR559-2-1	chr2	+	47377675	47377770	MIR559	693144
SLC30A2-1-1	chr1	-	26038022	26046138	SLC30A2	7780
ZNF204P-6-1	chr6	-	27357823	27375374	ZNF204P	7754
C6ORF118-6-1	chr6	-	165279403	165309647	C6orf118	168090
SKAP2-7-1	chr7	-	26654772	26864743	SKAP2	8935
SNORA22-7-1	chr7	+	65755526	65755659	SNORA22	677807
LOC100130370-17-1	chr17	-	81375432	81394238	LOC100130370	100130370
LINC01723-20-1	chr20	+	12950340	12951627	LINC01723	100505515
A2M-AS1-12-1	chr12	+	9065177	9068055	A2M-AS1	144571
PAK6-15-1	chr15	+	40239091	40277487	PAK6	56924
YARS-1-1	chr1	-	32775238	32818032	YARS	8565
RNA5S16-1-1	chr1	-	228643807	228643927	RNA5S16	100169767
RAPSN-11-1	chr11	-	47437757	47449178	RAPSN	5913
LINC01628-2-1	chr2	-	66921510	66922490	LINC01628	102724321
LOC105379176-5-1	chr5	-	132679085	132682629	LOC105379176	105379176
BEX2-23-1	chrX	-	103309346	103311046	BEX2	84707
LPA-6-1	chr6	-	160531483	160666375	LPA	4018
ENOX1-AS2-13-1	chr13	+	43448852	43459488	ENOX1-AS2	100874130
HMGB2-4-1	chr4	-	173331376	173334444	HMGB2	3148
C10ORF71-AS1-10-1	chr10	-	49296283	49298893	C10orf71-AS1	100506769
ASTL-2-1	chr2	-	96122817	96143059	ASTL	431705
SORL1-11-1	chr11	+	121452203	121633762	SORL1	6653
ATAD3B-1-1	chr1	+	1471732	1509466	ATAD3B	83858
CACNG5-17-1	chr17	+	66877273	66885278	CACNG5	27091
LOC102723672-7-1	chr7	-	144444	149438	LOC102723672	102723672
LCE3B-1-1	chr1	+	152613811	152614098	LCE3B	353143
CFL1-11-1	chr11	-	65854811	65858333	CFL1	1072
PTPRM-18-1	chr18	+	7567316	8406861	PTPRM	5797
MTMR14-3-1	chr3	+	9649433	9702394	MTMR14	64419
RAB11B-19-1	chr19	+	8390321	8404434	RAB11B	9230
FAM87A-8-1	chr8	-	375931	383174	FAM87A	157693
LINC00824-8-1	chr8	-	128405269	128564679	LINC00824	101927774
GNL3-3-1	chr3	+	52685920	52694497	GNL3	26354
USP34-2-1	chr2	-	61187455	61470714	USP34	9736
CCND3-6-1	chr6	-	41934933	42048894	CCND3	896
FAM156B-23-1	chrX	+	52891599	52908560	FAM156B	727866
CHERP-19-1	chr19	-	16517889	16542452	CHERP	10523
MEP1A-6-1	chr6	+	46793357	46845987	MEP1A	4224
MIR4303-12-1	chr12	-	97995383	97995448	MIR4303	100422924
MIR6857-23-1	chrX	-	53405673	53405765	MIR6857	102465516
FAM205C-9-1	chr9	-	34889064	34895778	FAM205C	100129969
LINC00493-20-1	chr20	+	18567420	18569611	SMIM26	388789
GTF3A-13-1	chr13	+	27424544	27435709	GTF3A	2971
NHLRC4-16-1	chr16	+	566995	569495	NHLRC4	283948
NOP16-5-1	chr5	-	176383937	176388927	NOP16	51491
TUBGCP5-15-1	chr15	-	22983026	23039673	TUBGCP5	114791
PRSS41-16-1	chr16	+	2789525	2805287	PRSS41	360226
METTL21EP-13-1	chr13	+	102880099	102896033	METTL21EP	121952
MZT2A-2-1	chr2	-	131469724	131493080	MZT2A	653784
ZCCHC4-4-1	chr4	+	25312774	25373176	ZCCHC4	29063
TRIM43B-2-1	chr2	-	95476967	95484731	TRIM43B	653192
TBCA-5-1	chr5	-	77691169	77776361	TBCA	6902
CACNA1C-AS2-12-1	chr12	-	2668500	2672220	CACNA1C-AS2	100874235
SLC35C2-20-1	chr20	-	46349528	46364458	SLC35C2	51006
CD200-3-1	chr3	+	112332224	112362812	CD200	4345
NREP-AS1-5-1	chr5	+	111912508	112017306	NREP-AS1	100873948
DNAJC2-7-1	chr7	-	103312474	103344873	DNAJC2	27000
LOC100132215-2-1	chr2	-	63043922	63048521	LOC100132215	100132215
SDCBP2-AS1-20-1	chr20	+	1325343	1378735	SDCBP2-AS1	100507495
TROAP-12-1	chr12	+	49323188	49331733	TROAP	10024
MUT-6-1	chr6	-	49430360	49463328	MUT	4594
TPSAB1-16-1	chr16	+	1240677	1242554	TPSAB1	7177
TAB3-AS1-23-1	chrX	+	30834623	30839073	TAB3-AS1	727682
LOC101928371-2-1	chr2	+	88538720	88575610	LOC101928371	101928371
LINC01933-5-1	chr5	+	151958898	152270449	LINC01933	101927115
PKM-15-1	chr15	-	72199029	72231624	PKM	5315
ALG10B-12-1	chr12	+	38316679	38329726	ALG10B	144245
GDPD4-11-1	chr11	-	77216558	77301699	GDPD4	220032
ARAP2-4-1	chr4	-	36005186	36244833	ARAP2	116984
AARSD1-17-1	chr17	-	42950526	42964498	AARSD1	80755
PAPD7-5-1	chr5	+	6713938	6757048	PAPD7	11044
SSTR5-16-1	chr16	+	1072756	1081454	SSTR5	6755
MIR548AR-13-1	chr13	+	114244505	114244561	MIR548AR	100847035
C4ORF33-4-1	chr4	+	129093674	129112688	C4orf33	132321
VWC2L-2-1	chr2	+	214411568	214578952	VWC2L	402117
MIR7161-6-1	chr6	+	158609707	158609790	MIR7161	102465694
LOC152586-4-1	chr4	-	140442257	140499046	MGAT4D	152586
MIR4666A-1-1	chr1	+	228462074	228462152	MIR4666A	100616308
HGC6.3-6-1	chr6	-	167975924	167976939	HGC6.3	100128124
SYT6-1-1	chr1	-	114089292	114153919	SYT6	148281
ERP44-9-1	chr9	-	99979179	100099052	ERP44	23071
PRRT3-AS1-3-1	chr3	+	9947404	9954787	PRRT3-AS1	100874032
CD164L2-1-1	chr1	-	27379171	27383333	CD164L2	388611
KIAA2022-23-1	chrX	-	74732856	74925452	NEXMIF	340533
FLJ43879-2-1	chr2	-	238919302	238926269	LINC01940	401039
SCTR-2-1	chr2	-	119439843	119524452	SCTR	6344
NOC2L-1-1	chr1	-	944203	959299	NOC2L	26155
FRG2EP-20-1	chr20	-	29414075	29416961	FRG2EP	647476
CBLB-3-1	chr3	-	105655461	105869552	CBLB	868
TMED8-14-1	chr14	-	77335021	77377109	TMED8	283578
TADA1-1-1	chr1	-	166856510	166876417	TADA1	117143
MGC32805-5-1	chr5	-	122436497	122479087	MGC32805	153163
PIM1-6-1	chr6	+	37170146	37175428	PIM1	5292
DCD-12-1	chr12	-	54644591	54648493	DCD	117159
ZNF300P1-5-1	chr5	-	150930436	150946584	ZNF300P1	134466
RAB12-18-1	chr18	+	8609428	8639383	RAB12	201475
POU5F1-6-1	chr6	-	31164337	31170693	POU5F1	5460
MIR4668-9-1	chr9	+	111932100	111932169	MIR4668	100616114
ST8SIA4-5-1	chr5	-	100806935	100903285	ST8SIA4	7903
LINC00620-3-1	chr3	+	13650721	13746635	LINC00620	285375
MIR548AA2-17-1	chr17	+	67471489	67471585	MIR548AA2	100500895
GTF2IP1-7-1	chr7	-	75185383	75237705	GTF2IP1	2970
LINC01000-7-1	chr7	+	128641241	128660998	LINC01000	402483
LOC102288414-11-1	chr11	-	62662817	62665216	C11orf98	102288414
HDAC11-3-1	chr3	+	13478903	13506424	HDAC11	79885
ZBTB38-3-1	chr3	+	141324213	141449792	ZBTB38	253461
OPN4-10-1	chr10	+	86653495	86666460	OPN4	94233
PTPN21-14-1	chr14	-	88465778	88554779	PTPN21	11099
MIR6804-19-1	chr19	-	55230885	55230952	MIR6804	102465482
LOC149134-1-1	chr1	+	246789617	246791486	LINC01341	149134
OGDHL-10-1	chr10	-	49734641	49762379	OGDHL	55753
CT47A5-23-1	chrX	-	120963026	120966446	CT47A5	728072
TRIM55-8-1	chr8	+	66112667	66175485	TRIM55	84675
NOL8-9-1	chr9	-	92297358	92325994	NOL8	55035
ESF1-20-1	chr20	-	13714322	13784933	ESF1	51575
CXCR2-2-1	chr2	+	218125290	218137253	CXCR2	3579
MTRNR2L7-10-1	chr10	-	37601438	37602931	MTRNR2L7	100288485
CCDC58-3-1	chr3	-	122359587	122383231	CCDC58	131076
HID1-17-1	chr17	-	74950742	74972805	HID1	283987
ZNF578-19-1	chr19	+	52453514	52516878	ZNF578	147660
NLRP12-19-1	chr19	-	53793584	53824403	NLRP12	91662
APOA1-11-1	chr11	-	116835751	116837950	APOA1	335
SEPT5-GP1BB-22-1	chr22	+	19717220	19724774	SEPT5-GP1BB	100526833
LOC100129083-19-1	chr19	+	51415724	51418197	LOC100129083	100129083
DCTN4-5-1	chr5	-	150708747	150759095	DCTN4	51164
TUBA3D-2-1	chr2	+	131476007	131482934	TUBA3D	113457
LINC00667-18-1	chr18	+	5238100	5246508	LINC00667	339290
DOLK-9-1	chr9	-	128945530	128947733	DOLK	22845
CCM2-7-1	chr7	+	44999746	45076470	CCM2	83605
VMA21-23-1	chrX	+	151396555	151409364	VMA21	203547
KRTAP5-9-11-1	chr11	+	71548420	71549607	KRTAP5-9	3846
MIR206-6-1	chr6	+	52144349	52144434	MIR206	406989
HHATL-3-1	chr3	-	42692663	42702849	HHATL	57467
LOC100129027-21-1	chr21	-	45827841	45836419	LOC100129027	100129027
IL21-AS1-4-1	chr4	+	122618983	122689156	IL21-AS1	100996941
LINC01370-20-1	chr20	+	40004461	40008529	LINC01370	100505663
LIPH-3-1	chr3	-	185507045	185552661	LIPH	200879
DNAJB5-AS1-9-1	chr9	-	34985410	34989379	DNAJB5-AS1	101926900
PRADC1-2-1	chr2	-	73228006	73233284	PRADC1	84279
COMMD2-3-1	chr3	-	149738470	149752499	COMMD2	51122
RNU6-1-15-1	chr15	-	67839940	67840045	RNU6-1	26827
TXNDC12-AS1-1-1	chr1	+	52050918	52052683	TXNDC12-AS1	104355143
MIR106A-23-1	chrX	-	134170198	134170278	MIR106A	406899
PTH-11-1	chr11	-	13492045	13496175	PTH	5741
MIR16-2-3-1	chr3	+	160404745	160404825	MIR16-2	406951
SNAR-H-2-1	chr2	-	77954907	77955026	SNAR-H	100170221
PMM1-22-1	chr22	-	41576886	41589867	PMM1	5372
C10ORF129-10-1	chr10	+	95194200	95228929	ACSM6	142827
SEPT14-7-1	chr7	-	55793544	55862789	SEPT14	346288
CUL1-7-1	chr7	+	148698157	148801110	CUL1	8454
MIR5092-3-1	chr3	-	125151465	125151552	MIR5092	100847039
MEOX2-AS1-7-1	chr7	+	15688378	15696892	MEOX2-AS1	101927524
MCAM-11-1	chr11	-	119305759	119317130	MCAM	4162
PPP1R10-6-1	chr6	-	30600400	30618607	PPP1R10	5514
TERF2IP-16-1	chr16	+	75647737	75657442	TERF2IP	54386
GPR84-12-1	chr12	-	54362445	54365224	GPR84	53831
LINC01030-8-1	chr8	-	90592775	90606063	LINC01030	101937451
FAM43B-1-1	chr1	+	20552439	20555020	FAM43B	163933
BHLHB9-23-1	chrX	+	102720714	102752441	BHLHB9	80823
APCDD1-18-1	chr18	+	10454628	10488701	APCDD1	147495
SAFB2-19-1	chr19	-	5586993	5622927	SAFB2	9667
BRE-AS1-2-1	chr2	-	27889456	27891114	BRE-AS1	100302650
RALB-2-1	chr2	+	120252838	120294711	RALB	5899
SOX11-2-1	chr2	+	5692667	5701385	SOX11	6664
MRPL48-11-1	chr11	+	73787872	73864611	MRPL48	51642
LOC100507599-22-1	chr22	+	26512532	26514568	LOC100507599	100507599
HTT-4-1	chr4	+	3074681	3243960	HTT	3064
RAD18-3-1	chr3	-	8877196	8969249	RAD18	56852
CDC42BPA-1-1	chr1	-	226989865	227318502	CDC42BPA	8476
GATAD1-7-1	chr7	+	92447448	92494631	GATAD1	57798
DDX3X-23-1	chrX	+	41333308	41364472	DDX3X	1654
SHANK2-AS3-11-1	chr11	+	70862790	70865115	SHANK2-AS3	220070
LINC01957-5-1	chr5	+	114576041	114579970	LINC01957	101927059
LOC105379152-5-1	chr5	-	123086231	123090316	LOC105379152	105379152
MSI1-12-1	chr12	-	120339662	120369180	MSI1	4440
TLR3-4-1	chr4	+	186069155	186085098	TLR3	7098
FLG-1-1	chr1	-	152302175	152325203	FLG	2312
CLTA-9-1	chr9	+	36190855	36212062	CLTA	1211
LINC00538-1-1	chr1	+	213924749	213926654	LINC00538	100861504
SLC38A11-2-1	chr2	-	164898199	164955721	SLC38A11	151258
LOC102724357-6-1	chr6	+	169067786	169069424	LOC102724357	102724357
RPL13AP17-7-1	chr7	+	78347242	78359458	RPL13AP17	399670
CCDC158-4-1	chr4	-	76313039	76421920	CCDC158	339965
PRKAA2-1-1	chr1	+	56645317	56715335	PRKAA2	5563
GLI3-7-1	chr7	-	41960949	42237019	GLI3	2737
FSCN2-17-1	chr17	+	81513019	81537130	FSCN2	25794
ACHE-7-1	chr7	-	100889994	100896133	ACHE	43
FXYD4-10-1	chr10	+	43371644	43376335	FXYD4	53828
TRAK2-2-1	chr2	-	201377207	201451596	TRAK2	66008
SENP1-12-1	chr12	-	48042893	48106308	SENP1	29843
FANCF-11-1	chr11	-	22622533	22625841	FANCF	2188
OR2M2-1-1	chr1	+	248179986	248181029	OR2M2	391194
AKR1B1-7-1	chr7	-	134442350	134459239	AKR1B1	231
GLUD1P3-10-1	chr10	+	73730562	73731771	GLUD1P3	2749
LINC02485-4-1	chr4	-	135113085	135123559	LINC02485	105377439
KIAA0895-7-1	chr7	-	36324150	36390125	KIAA0895	23366
MIR2964A-9-1	chr9	+	128392621	128392708	MIR219B	100616335
MTCH2-11-1	chr11	-	47604309	47642654	MTCH2	23788
